age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome
35,admin.,married,secondary,no,786,no,yes,cellular,25,jul,322,1,-1,0,
31,technician,married,tertiary,no,5119,no,no,cellular,21,nov,74,1,-1,0,
34,blue-collar,single,secondary,no,375,yes,no,cellular,20,apr,55,1,-1,0,
44,services,divorced,secondary,no,0,no,yes,cellular,17,jul,275,17,-1,0,
30,technician,single,tertiary,no,445,yes,no,,27,may,182,1,-1,0,
33,self-employed,married,secondary,no,47,no,no,cellular,19,aug,168,2,-1,0,
33,management,married,tertiary,no,4,yes,no,cellular,16,jul,285,5,-1,0,
49,blue-collar,married,primary,no,4455,yes,no,cellular,20,nov,140,1,-1,0,
31,technician,single,secondary,no,550,yes,yes,telephone,11,may,243,1,-1,0,
57,admin.,married,,no,5,no,no,,20,jun,165,2,-1,0,
51,admin.,divorced,secondary,no,228,yes,no,,6,may,136,1,-1,0,
32,services,single,secondary,no,936,yes,no,cellular,18,nov,61,1,-1,0,
36,blue-collar,married,primary,no,244,yes,no,,27,may,70,2,-1,0,
53,housemaid,married,primary,yes,42,no,no,cellular,28,aug,81,4,-1,0,
23,technician,single,secondary,no,-306,yes,no,,4,jun,217,2,-1,0,
43,technician,married,secondary,no,463,no,no,,3,jun,268,1,-1,0,
34,technician,divorced,tertiary,no,66,no,yes,cellular,5,feb,102,1,170,2,failure
39,management,married,tertiary,no,691,yes,yes,cellular,16,apr,517,1,255,1,failure
35,services,married,,no,1935,yes,no,cellular,17,apr,97,2,318,2,other
32,self-employed,single,tertiary,no,312,yes,no,cellular,27,may,99,2,-1,0,
24,technician,single,secondary,no,-103,yes,yes,,5,may,145,1,-1,0,
33,technician,single,secondary,no,647,yes,yes,cellular,4,feb,124,1,273,1,other
33,technician,married,tertiary,no,74,no,no,cellular,25,aug,116,4,-1,0,
59,retired,married,secondary,no,1341,no,no,cellular,27,aug,154,2,97,1,other
60,technician,married,,no,132,yes,no,,20,may,21,11,-1,0,
32,blue-collar,divorced,primary,no,4805,no,yes,cellular,4,jul,138,3,-1,0,
49,services,married,secondary,no,220,yes,no,cellular,28,jul,93,11,-1,0,
31,services,divorced,secondary,no,1016,yes,no,cellular,6,may,20,1,342,1,failure
57,entrepreneur,married,secondary,no,1179,no,no,cellular,19,aug,189,2,-1,0,
37,technician,married,tertiary,no,472,yes,no,,29,may,294,3,-1,0,
30,blue-collar,married,primary,no,99,yes,no,telephone,14,may,93,1,-1,0,
41,services,divorced,secondary,no,2769,yes,no,,18,jun,96,3,-1,0,
39,technician,married,secondary,no,-112,no,yes,cellular,11,aug,187,2,-1,0,
48,blue-collar,married,primary,no,346,yes,no,cellular,20,apr,188,1,-1,0,
31,admin.,divorced,secondary,no,1890,yes,no,cellular,21,jul,588,1,-1,0,
35,admin.,married,tertiary,no,221,yes,yes,cellular,3,feb,142,2,-1,0,
53,housemaid,married,primary,no,0,no,no,,24,jun,51,8,-1,0,
40,blue-collar,married,primary,no,2133,yes,yes,cellular,6,apr,377,3,325,1,failure
49,services,divorced,secondary,no,725,no,no,,11,jun,275,2,-1,0,
31,technician,single,secondary,no,691,yes,no,cellular,8,may,198,1,-1,0,
30,management,married,tertiary,no,86,yes,yes,cellular,19,nov,155,1,97,2,other
34,management,single,tertiary,no,886,yes,no,cellular,21,aug,104,2,-1,0,
36,management,single,tertiary,no,317,no,no,,16,jun,348,1,-1,0,
38,blue-collar,married,primary,no,-326,yes,no,,16,may,237,3,-1,0,
31,student,single,tertiary,no,479,yes,no,,29,may,72,12,-1,0,
30,services,single,tertiary,no,1785,no,no,cellular,8,aug,108,2,-1,0,
34,admin.,married,secondary,no,233,yes,yes,cellular,8,jul,303,1,-1,0,
34,management,married,tertiary,no,53,yes,yes,cellular,29,aug,256,2,-1,0,
50,technician,married,primary,no,-315,no,yes,cellular,8,jul,173,1,-1,0,
31,blue-collar,divorced,primary,no,158,yes,no,,28,may,157,1,-1,0,
44,self-employed,divorced,secondary,no,80,yes,yes,,14,may,387,2,-1,0,
34,management,married,tertiary,no,5334,no,no,cellular,7,aug,385,4,-1,0,
34,admin.,single,secondary,no,296,no,no,cellular,20,nov,68,1,136,4,failure
35,blue-collar,married,secondary,no,2688,yes,no,,20,may,281,1,-1,0,
32,blue-collar,single,secondary,no,3,yes,no,,23,may,108,3,-1,0,
36,services,single,secondary,no,2409,yes,yes,telephone,11,may,338,2,-1,0,
29,services,single,secondary,no,887,no,no,cellular,4,feb,343,1,-1,0,
50,services,married,secondary,no,1545,no,no,cellular,28,aug,56,8,-1,0,
36,blue-collar,married,secondary,no,3935,yes,yes,,27,may,220,6,-1,0,
30,services,single,secondary,no,484,yes,no,,16,may,356,2,-1,0,
34,management,single,tertiary,no,0,no,no,cellular,24,jul,174,3,-1,0,
57,admin.,divorced,secondary,no,-140,yes,no,,28,may,264,2,-1,0,
59,services,married,primary,no,927,no,no,cellular,7,aug,1934,2,-1,0,
37,entrepreneur,married,tertiary,no,264,yes,yes,cellular,20,nov,276,1,157,1,failure
33,management,married,tertiary,no,-139,no,no,cellular,8,jul,290,1,-1,0,
47,admin.,divorced,primary,no,1095,yes,no,cellular,18,nov,171,1,110,2,other
51,services,married,tertiary,no,0,no,no,cellular,7,aug,297,8,-1,0,
44,technician,married,secondary,no,5102,no,no,cellular,23,sep,205,1,-1,0,
44,blue-collar,married,secondary,no,85,yes,no,,9,may,116,2,-1,0,
46,services,married,,no,12839,yes,no,cellular,17,nov,228,4,-1,0,
53,blue-collar,married,,no,1202,yes,no,,29,may,332,2,-1,0,
51,retired,married,secondary,no,0,no,no,cellular,7,aug,131,4,-1,0,
28,services,single,secondary,no,1636,yes,no,cellular,18,may,97,1,355,2,failure
39,management,single,tertiary,no,-145,yes,no,cellular,2,feb,268,2,196,2,failure
35,blue-collar,married,primary,no,424,yes,no,,27,may,177,2,-1,0,
52,blue-collar,married,secondary,no,305,no,no,cellular,28,aug,26,26,-1,0,
49,blue-collar,married,secondary,no,8545,yes,yes,cellular,20,nov,175,1,-1,0,
43,technician,married,tertiary,no,743,yes,no,,7,may,134,2,-1,0,
55,blue-collar,married,primary,no,11,no,no,,17,jun,150,2,-1,0,
36,blue-collar,married,secondary,no,2426,yes,no,cellular,20,nov,308,1,-1,0,
59,retired,divorced,secondary,no,93,no,yes,cellular,8,aug,108,2,-1,0,
26,technician,single,tertiary,no,75,yes,yes,,19,may,351,1,-1,0,
58,blue-collar,married,primary,no,3,no,yes,telephone,29,jul,55,16,-1,0,
39,technician,single,secondary,no,287,yes,no,cellular,14,jul,84,3,-1,0,
35,admin.,divorced,secondary,no,20,no,yes,cellular,17,jul,287,1,-1,0,
50,technician,married,secondary,no,2242,no,no,cellular,17,nov,170,2,-1,0,
37,blue-collar,married,primary,no,693,yes,no,,7,may,327,3,-1,0,
54,entrepreneur,divorced,secondary,no,104,yes,no,,12,may,391,1,-1,0,
50,admin.,single,secondary,no,642,no,no,cellular,18,nov,435,1,-1,0,
39,technician,single,tertiary,no,1522,yes,no,cellular,28,aug,15,8,-1,0,
50,self-employed,divorced,tertiary,no,387,no,no,cellular,7,jul,221,8,-1,0,
39,blue-collar,married,secondary,no,281,no,no,,20,jun,78,7,-1,0,
60,technician,divorced,tertiary,no,-361,no,yes,cellular,28,jul,76,6,-1,0,
34,blue-collar,single,secondary,no,13408,no,no,cellular,1,apr,647,2,-1,0,
27,blue-collar,married,primary,no,0,no,no,telephone,2,feb,45,1,-1,0,
34,admin.,single,secondary,no,79,yes,no,cellular,28,jul,219,3,-1,0,
30,management,married,secondary,no,-397,yes,no,,27,may,141,3,-1,0,
54,blue-collar,married,primary,no,3170,yes,no,,27,may,62,4,-1,0,
29,blue-collar,married,secondary,no,2378,yes,yes,cellular,20,apr,239,1,276,6,failure
35,technician,single,secondary,no,1609,yes,no,,30,may,288,3,-1,0,
48,blue-collar,married,secondary,no,194,yes,no,cellular,5,feb,62,1,-1,0,
25,management,single,tertiary,no,2399,yes,no,,3,jun,193,2,-1,0,
53,entrepreneur,single,,no,717,no,no,cellular,30,jul,594,2,-1,0,
39,management,married,tertiary,no,5060,yes,no,cellular,20,aug,157,4,-1,0,
34,blue-collar,single,secondary,no,565,yes,yes,cellular,20,apr,20,4,-1,0,
26,technician,married,secondary,no,518,yes,no,cellular,7,may,189,3,-1,0,
55,management,married,secondary,no,8592,no,no,,9,jun,255,1,-1,0,
32,unemployed,single,secondary,no,331,yes,no,,9,may,211,2,-1,0,
30,blue-collar,single,secondary,no,-457,yes,no,,5,may,143,2,-1,0,
24,technician,single,,no,818,yes,yes,,27,may,953,3,-1,0,
42,blue-collar,married,primary,no,-336,yes,no,telephone,15,may,12,6,-1,0,
33,blue-collar,married,secondary,no,1134,yes,no,,23,may,304,2,-1,0,
38,technician,single,secondary,no,2442,no,no,cellular,27,may,161,1,100,3,success
34,technician,single,secondary,no,5039,no,no,cellular,20,nov,205,6,-1,0,
40,unemployed,married,secondary,no,277,yes,no,,26,may,228,2,-1,0,
66,retired,married,primary,no,12767,no,no,telephone,4,aug,117,2,-1,0,
41,blue-collar,single,secondary,no,6393,yes,no,cellular,15,may,128,3,-1,0,
36,entrepreneur,married,secondary,no,229,yes,no,cellular,28,jul,258,2,-1,0,
34,blue-collar,married,primary,no,151,yes,no,cellular,17,jul,546,6,-1,0,
54,admin.,divorced,secondary,no,1814,no,no,,13,may,521,1,-1,0,
37,blue-collar,married,primary,no,2939,yes,no,cellular,4,may,191,3,-1,0,
34,admin.,married,secondary,no,774,yes,yes,cellular,14,may,163,1,175,6,other
29,technician,married,tertiary,no,43,yes,no,,20,may,68,2,-1,0,
49,technician,married,secondary,no,550,yes,no,,5,jun,412,2,-1,0,
35,services,married,tertiary,no,260,yes,no,cellular,11,jul,134,2,-1,0,
31,services,single,tertiary,no,620,no,no,cellular,2,feb,189,1,-1,0,
51,admin.,married,secondary,no,4178,yes,no,cellular,20,nov,167,4,174,1,failure
46,management,divorced,secondary,no,145,yes,no,cellular,24,jul,72,5,-1,0,
42,services,single,,no,974,no,no,cellular,30,jul,73,2,-1,0,
36,technician,married,tertiary,no,579,yes,no,,16,jun,80,3,-1,0,
32,management,married,secondary,no,0,no,no,cellular,26,aug,277,3,-1,0,
54,blue-collar,married,,no,310,yes,no,telephone,28,jan,526,4,258,3,other
39,management,single,secondary,no,1103,no,no,,17,jun,24,1,-1,0,
30,management,single,tertiary,no,47,no,yes,cellular,31,jul,11,17,-1,0,
47,blue-collar,married,primary,no,-127,yes,no,,3,jun,170,3,-1,0,
43,blue-collar,married,primary,no,7727,yes,no,,15,may,302,8,-1,0,
32,technician,single,secondary,no,28,yes,no,cellular,18,nov,368,1,-1,0,
35,technician,single,tertiary,no,2043,yes,yes,,23,may,159,2,-1,0,
51,housemaid,married,primary,no,1093,no,yes,,18,jun,18,1,-1,0,
57,management,divorced,,no,0,no,no,,16,jun,235,2,-1,0,
44,blue-collar,married,secondary,no,-182,yes,yes,cellular,14,may,10,10,-1,0,
31,blue-collar,married,secondary,no,1803,yes,no,telephone,15,may,350,8,360,1,failure
32,admin.,married,secondary,no,3540,yes,no,cellular,18,may,213,1,178,1,failure
40,blue-collar,married,secondary,no,3131,yes,no,cellular,24,jul,401,1,-1,0,
38,services,married,primary,no,0,yes,no,cellular,17,nov,960,2,-1,0,
28,blue-collar,married,secondary,no,339,yes,no,,26,may,100,2,-1,0,
37,blue-collar,divorced,secondary,no,-175,yes,no,,9,may,182,1,-1,0,
44,management,married,secondary,no,13054,yes,no,cellular,11,may,471,2,174,12,other
49,services,divorced,secondary,no,933,no,yes,cellular,29,jul,92,33,-1,0,
44,management,married,secondary,no,38,yes,no,,15,may,152,2,-1,0,
60,retired,married,primary,no,115,no,no,cellular,11,aug,82,2,-1,0,
39,services,married,secondary,no,-404,yes,no,cellular,11,may,344,1,-1,0,
38,technician,single,tertiary,no,9,yes,no,,6,may,185,3,-1,0,
33,unemployed,single,secondary,no,177,no,no,,8,may,75,4,-1,0,
37,services,married,secondary,no,102,yes,no,cellular,31,jul,107,3,-1,0,
59,retired,married,secondary,no,1173,no,no,,9,jun,77,2,-1,0,
45,blue-collar,married,,no,13265,no,no,cellular,30,jul,113,2,-1,0,
26,blue-collar,single,secondary,no,330,yes,no,cellular,18,may,156,1,348,1,failure
31,blue-collar,single,secondary,no,-538,no,yes,cellular,6,feb,521,1,-1,0,
38,technician,married,tertiary,no,1997,yes,no,cellular,6,apr,90,10,-1,0,
41,housemaid,married,primary,no,1618,yes,no,cellular,7,jul,134,2,-1,0,
43,blue-collar,divorced,primary,no,92,yes,no,,15,may,237,2,-1,0,
28,blue-collar,married,primary,no,413,yes,no,cellular,22,jul,443,1,-1,0,
30,technician,divorced,tertiary,no,317,yes,no,cellular,25,jul,67,5,-1,0,
36,technician,divorced,tertiary,no,1762,yes,no,,3,jun,259,1,-1,0,
77,retired,married,primary,no,121,no,no,telephone,7,oct,191,1,-1,0,
42,technician,married,secondary,no,2037,no,yes,cellular,5,feb,135,1,8,1,other
58,services,married,secondary,no,307,no,no,telephone,25,mar,282,2,-1,0,
58,technician,married,tertiary,no,0,no,no,cellular,25,aug,540,4,-1,0,
59,retired,divorced,primary,no,47,yes,no,telephone,18,may,110,3,374,1,failure
26,management,single,tertiary,no,200,no,no,cellular,1,sep,91,2,-1,0,
31,admin.,married,secondary,no,7634,yes,yes,,3,jun,216,1,-1,0,
52,entrepreneur,married,secondary,no,10,no,yes,cellular,17,jul,72,3,-1,0,
57,blue-collar,married,,no,4722,yes,no,,18,jun,121,2,-1,0,
59,management,married,tertiary,no,287,yes,no,cellular,20,apr,818,2,242,8,failure
44,blue-collar,married,primary,no,582,no,no,cellular,21,jul,83,2,-1,0,
34,blue-collar,married,secondary,no,2595,yes,yes,cellular,17,apr,126,1,336,2,other
45,unemployed,married,primary,no,0,yes,no,cellular,2,feb,570,2,-1,0,
45,admin.,married,secondary,no,6971,no,no,cellular,22,may,119,1,-1,0,
38,blue-collar,married,secondary,no,222,yes,yes,cellular,7,jul,164,5,-1,0,
33,blue-collar,single,secondary,no,13494,yes,no,,20,jun,27,25,-1,0,
46,blue-collar,married,primary,no,44,no,yes,cellular,10,jul,90,9,-1,0,
58,self-employed,married,tertiary,no,2596,no,no,telephone,18,nov,15,2,-1,0,
35,housemaid,single,secondary,no,-122,yes,yes,cellular,13,may,97,5,-1,0,
45,services,married,secondary,no,1306,no,no,,11,jun,125,3,-1,0,
31,technician,single,secondary,no,2916,no,no,cellular,14,aug,174,2,-1,0,
31,services,single,tertiary,no,1025,no,no,,20,may,72,3,-1,0,
32,management,single,tertiary,no,1613,no,no,cellular,30,mar,253,2,129,5,failure
42,blue-collar,married,primary,no,163,yes,no,,29,may,62,6,-1,0,
37,admin.,divorced,tertiary,no,4303,yes,no,,23,may,168,1,-1,0,
39,blue-collar,single,secondary,no,29,yes,no,,7,may,214,2,-1,0,
33,,single,secondary,no,9,no,no,cellular,19,oct,238,1,-1,0,
26,blue-collar,single,secondary,no,419,yes,no,,28,may,94,3,-1,0,
41,blue-collar,married,secondary,no,598,yes,no,cellular,12,may,69,3,364,11,failure
28,blue-collar,married,primary,no,-55,yes,no,,7,may,361,2,-1,0,
28,technician,single,tertiary,no,-594,yes,yes,cellular,15,may,296,2,353,2,other
47,admin.,married,secondary,no,6695,no,no,telephone,21,nov,129,3,-1,0,
34,entrepreneur,single,tertiary,yes,1709,no,yes,cellular,18,nov,288,1,-1,0,
37,services,divorced,secondary,no,241,yes,no,cellular,14,may,189,1,371,1,failure
37,management,married,tertiary,no,897,no,no,,20,may,182,1,-1,0,
44,services,single,secondary,no,1378,yes,no,,8,may,257,2,-1,0,
30,blue-collar,married,secondary,no,360,yes,yes,,2,jun,239,1,-1,0,
39,blue-collar,married,secondary,no,8152,no,no,cellular,20,nov,80,1,-1,0,
29,blue-collar,married,secondary,no,100,yes,yes,cellular,6,may,152,4,344,2,failure
37,management,single,tertiary,no,131,no,no,telephone,14,aug,293,2,-1,0,
45,management,married,tertiary,no,21024,yes,no,cellular,20,apr,73,4,-1,0,
37,blue-collar,married,primary,no,27,no,no,,6,jun,80,1,-1,0,
45,technician,married,secondary,no,2981,yes,yes,cellular,29,mar,88,3,311,3,failure
43,admin.,married,secondary,no,0,no,no,cellular,31,jul,408,8,-1,0,
32,technician,single,secondary,no,309,yes,yes,cellular,25,aug,99,3,-1,0,
59,management,married,primary,no,2345,yes,no,cellular,15,may,399,1,-1,0,
55,technician,married,secondary,no,10185,no,no,cellular,11,aug,248,1,180,4,success
40,blue-collar,married,primary,no,104,yes,no,cellular,13,may,277,2,343,2,failure
26,technician,single,secondary,no,218,yes,no,,27,may,436,1,-1,0,
31,technician,single,secondary,no,13,no,no,cellular,21,nov,208,1,-1,0,
52,admin.,married,secondary,no,686,no,no,cellular,30,jul,544,2,-1,0,
32,services,single,secondary,no,2478,no,yes,cellular,20,nov,395,1,-1,0,
47,services,married,secondary,no,311,yes,yes,cellular,12,may,238,1,301,3,failure
40,services,married,secondary,no,0,yes,no,cellular,21,nov,43,1,185,2,failure
50,management,single,tertiary,no,592,no,no,cellular,8,aug,445,4,-1,0,
30,admin.,single,secondary,no,19,no,no,cellular,29,jan,372,1,-1,0,
41,blue-collar,married,primary,no,1821,no,yes,cellular,14,jul,137,3,-1,0,
42,technician,married,secondary,no,233,no,no,cellular,20,aug,143,4,-1,0,
33,unemployed,single,tertiary,no,685,yes,no,cellular,2,feb,105,1,96,2,failure
41,housemaid,married,primary,no,884,no,no,,9,jun,322,1,-1,0,
40,technician,married,secondary,no,296,no,no,cellular,31,jul,253,2,-1,0,
32,management,single,tertiary,yes,62,no,yes,cellular,24,jul,577,3,-1,0,
51,services,married,secondary,no,7,no,no,cellular,27,aug,18,18,-1,0,
64,retired,married,secondary,no,1176,no,no,cellular,3,feb,104,1,-1,0,
37,management,married,tertiary,no,387,no,no,cellular,26,jul,128,2,419,1,failure
40,blue-collar,married,primary,no,-616,yes,no,,17,jun,370,2,-1,0,
60,,married,,no,5003,no,no,telephone,4,jun,125,5,-1,0,
44,management,married,tertiary,no,1451,yes,no,cellular,17,nov,157,3,150,12,failure
38,blue-collar,married,secondary,no,730,yes,no,cellular,20,apr,19,5,328,8,other
54,management,divorced,tertiary,no,427,yes,yes,cellular,4,feb,85,2,231,2,other
55,blue-collar,married,primary,no,771,no,no,cellular,29,aug,98,19,-1,0,
31,services,single,secondary,no,1192,yes,no,cellular,7,may,156,2,349,2,other
59,admin.,married,secondary,no,373,yes,yes,cellular,28,jul,362,7,-1,0,
54,technician,divorced,secondary,no,0,yes,no,,16,may,161,1,-1,0,
33,management,single,tertiary,no,9135,yes,no,cellular,25,aug,80,4,-1,0,
49,management,single,tertiary,no,7443,no,no,telephone,20,nov,35,2,-1,0,
43,technician,married,tertiary,no,192,no,no,cellular,5,aug,203,2,-1,0,
26,student,single,secondary,no,611,no,no,cellular,13,aug,138,2,69,3,failure
49,entrepreneur,divorced,tertiary,no,1145,yes,yes,cellular,6,feb,36,4,-1,0,
49,admin.,divorced,secondary,yes,2405,yes,no,cellular,23,jul,216,8,-1,0,
35,blue-collar,single,secondary,no,470,yes,no,,21,may,123,1,-1,0,
59,admin.,married,secondary,no,302,no,yes,cellular,8,jul,250,2,-1,0,
37,services,married,secondary,no,217,yes,no,cellular,11,may,152,1,-1,0,
43,blue-collar,married,secondary,no,902,yes,no,cellular,7,apr,91,1,328,1,failure
49,management,single,tertiary,no,2555,no,yes,cellular,24,jul,263,2,-1,0,
29,student,single,secondary,no,1854,no,no,telephone,4,may,390,3,-1,0,
41,management,single,tertiary,no,3013,yes,no,cellular,17,nov,150,1,-1,0,
38,blue-collar,married,primary,no,3195,no,no,cellular,7,sep,244,2,-1,0,
36,management,married,tertiary,no,93,no,no,cellular,11,jan,102,3,96,4,other
50,,single,,no,490,no,no,,12,jun,189,1,-1,0,
33,services,divorced,secondary,no,1156,yes,no,cellular,15,may,612,1,177,2,failure
33,technician,married,secondary,no,0,yes,yes,,9,may,173,2,-1,0,
34,blue-collar,single,tertiary,no,1011,yes,no,,6,may,136,1,-1,0,
26,admin.,single,secondary,no,586,yes,yes,,12,may,215,1,-1,0,
59,management,married,tertiary,no,3421,no,no,cellular,4,may,121,5,-1,0,
45,management,married,tertiary,no,740,yes,no,,14,may,158,2,-1,0,
40,technician,single,secondary,no,2244,no,yes,cellular,20,aug,58,2,-1,0,
35,management,single,tertiary,no,2306,no,no,cellular,18,aug,86,7,-1,0,
34,management,married,tertiary,no,13,yes,no,cellular,30,jul,99,3,-1,0,
41,management,married,secondary,no,49,yes,no,cellular,28,jul,534,8,-1,0,
24,technician,single,secondary,no,84,yes,no,,27,may,570,1,-1,0,
32,technician,married,secondary,no,150,no,yes,cellular,7,aug,231,2,-1,0,
57,services,married,secondary,no,-37,no,yes,telephone,16,jul,31,6,-1,0,
52,blue-collar,married,primary,no,2439,yes,no,,30,may,212,3,-1,0,
45,blue-collar,married,secondary,no,771,yes,no,,19,may,221,2,-1,0,
29,student,single,tertiary,no,559,no,no,cellular,3,feb,143,2,-1,0,
35,housemaid,single,tertiary,no,608,yes,yes,,2,jun,227,1,-1,0,
34,management,single,tertiary,no,90,yes,no,cellular,8,may,67,3,-1,0,
50,self-employed,married,secondary,no,2137,no,no,cellular,3,jul,64,1,-1,0,
32,blue-collar,married,secondary,no,897,yes,no,cellular,7,apr,293,3,322,2,failure
44,,married,,no,722,yes,no,telephone,22,jul,269,2,-1,0,
30,blue-collar,single,secondary,no,3532,yes,no,,26,may,279,5,-1,0,
57,retired,married,tertiary,no,478,no,no,cellular,30,apr,70,1,84,1,failure
39,self-employed,married,secondary,no,1304,yes,yes,cellular,7,may,183,3,-1,0,
71,retired,married,secondary,no,2064,no,no,cellular,9,aug,370,2,291,1,failure
47,technician,married,tertiary,no,-512,yes,yes,,27,may,220,2,-1,0,
59,blue-collar,married,primary,no,8,no,no,telephone,28,jan,56,1,-1,0,
56,retired,divorced,secondary,no,-82,no,yes,cellular,29,jul,234,6,-1,0,
